image_name,point_0_x,point_0_x,point_0_conf,point_1_x,point_1_x,point_1_conf,point_2_x,point_2_x,point_2_conf,point_3_x,point_3_x,point_3_conf,point_4_x,point_4_x,point_4_conf,point_5_x,point_5_x,point_5_conf,point_6_x,point_6_x,point_6_conf,point_7_x,point_7_x,point_7_conf,point_8_x,point_8_x,point_8_conf,point_9_x,point_9_x,point_9_conf,point_10_x,point_10_x,point_10_conf,point_11_x,point_11_x,point_11_conf,point_12_x,point_12_x,point_12_conf,point_13_x,point_13_x,point_13_conf,point_14_x,point_14_x,point_14_conf,point_15_x,point_15_x,point_15_conf,point_16_x,point_16_x,point_16_conf,point_17_x,point_17_x,point_17_conf,point_18_x,point_18_x,point_18_conf,point_19_x,point_19_x,point_19_conf,point_20_x,point_20_x,point_20_conf
peace_207_keypoints,740.93,2150.47,0.203452,754.783,2150.47,0.406678,727.078,2134.64,0.522602,685.52,2148.49,0.442436,651.878,2180.15,0.539746,754.783,1974.34,0.449823,766.656,1885.29,0.1473,626.152,2015.9,0.0562806,582.616,2023.82,0.0465046,685.52,1974.34,0.202087,651.878,1964.45,0.0320611,630.11,2021.84,0.0458816,651.878,2019.86,0.0295982,645.941,1986.22,0.162147,616.258,1988.2,0.044995,628.131,2023.82,0.0450781,600.426,2029.75,0.0518075,608.342,2009.96,0.100063,584.595,2017.88,0.0566177,580.637,2039.65,0.0570963,588.552,2045.58,0.0732531
peace_208_keypoints,708.538,2167.25,0.423445,706.537,2171.25,0.578933,678.531,2165.25,0.578097,642.523,2175.26,0.646473,612.516,2203.26,0.769669,706.537,2005.22,0.291643,644.524,1991.22,0.0665759,558.505,2043.23,0.0528468,532.499,2047.23,0.0207837,652.525,1993.22,0.124695,592.512,2001.22,0.0167925,564.506,2053.23,0.0337109,596.513,2037.23,0.011533,642.523,1995.22,0.0690294,594.513,2001.22,0.0143386,572.508,2037.23,0.0131938,564.506,2049.23,0.0248818,650.525,1979.21,0.0644726,594.513,2007.22,0.0152217,592.512,2009.22,0.0215796,564.506,2045.23,0.025743
peace_209_keypoints,614.197,2186.49,0.154144,642.305,2186.49,0.305311,654.352,2184.48,0.290387,606.166,2170.42,0.135491,557.98,2168.42,0.107496,509.795,2037.91,0.176233,511.802,2126.25,0.161826,545.934,2186.49,0.126539,561.996,2198.53,0.0965434,469.64,2066.02,0.316663,501.764,2152.36,0.137719,535.895,2190.5,0.112812,564.004,2204.56,0.117964,469.64,2120.23,0.15254,497.748,2178.46,0.153842,537.903,2200.54,0.0995276,559.988,2214.59,0.104132,481.686,2140.31,0.116961,487.71,2182.47,0.113764,529.872,2200.54,0.0883115,549.949,2212.59,0.0902504
peace_20_keypoints,929.927,3501.72,0.260582,983.564,3334.1,0.311498,896.404,2837.96,0.172404,856.177,2583.19,0.0869642,541.061,2858.08,0.0318843,628.221,2844.67,0.676917,474.015,2589.89,0.635023,339.924,2368.64,0.673446,239.355,2201.03,0.686366,527.652,2965.35,0.595948,480.72,3059.21,0.47325,574.584,3126.26,0.753806,688.562,3226.83,0.790517,500.834,3112.85,0.491178,467.311,3220.12,0.721835,587.993,3300.58,0.681383,708.676,3381.03,0.458957,480.72,3200.01,0.336356,527.652,3347.51,0.567529,587.993,3407.85,0.563363,688.562,3441.37,0.473789
peace_210_keypoints,517.214,2175.6,0.0897176,554.158,2163.93,0.284068,565.824,2161.99,0.50681,503.603,2150.32,0.338344,443.326,2156.15,0.137858,408.327,2053.1,0.154371,396.66,2084.21,0.246047,414.16,2125.04,0.174542,437.493,2136.71,0.153063,392.771,2060.88,0.185726,392.771,2130.88,0.148992,429.715,2160.04,0.266711,454.993,2163.93,0.250641,384.994,2099.76,0.164436,398.605,2154.21,0.229269,427.771,2173.65,0.272483,456.937,2177.54,0.279979,383.049,2117.26,0.118666,406.382,2169.76,0.292082,427.771,2191.15,0.309871,453.048,2193.1,0.308518
peace_211_keypoints,487.181,2139.59,0.102459,502.918,2131.72,0.337722,502.918,2127.79,0.443511,439.97,2123.85,0.383597,384.891,2125.82,0.346788,477.346,1972.39,0.166594,347.516,2033.37,0.300879,365.22,2088.45,0.171952,380.957,2127.79,0.086479,347.516,2013.7,0.146569,333.746,2074.68,0.143283,365.22,2117.95,0.312067,394.727,2133.69,0.320773,357.351,2007.79,0.117839,327.844,2096.32,0.208296,353.417,2129.76,0.356937,388.825,2151.39,0.285127,339.647,2035.33,0.149387,331.779,2110.08,0.255123,351.45,2141.56,0.383875,380.957,2161.23,0.424286
peace_212_keypoints,1138.3,2196.71,0.448466,1220.28,2213.97,0.428761,1315.21,2220.44,0.413358,1356.2,2207.5,0.544425,1369.15,2203.18,0.69319,1317.37,2058.63,0.716311,1369.15,1957.23,0.805691,1401.51,1894.67,0.814268,1425.24,1845.04,0.785017,1280.69,2056.48,0.717202,1297.95,1946.44,0.789186,1302.26,1879.56,0.911331,1300.11,1812.68,0.819464,1244.01,2071.58,0.588818,1269.9,1968.02,0.100674,1228.91,1898.98,0.123728,1248.33,1851.52,0.116538,1207.34,2095.31,0.487106,1226.75,2047.85,0.127802,1209.49,1901.14,0.0304143,1209.49,1955.07,0.0300205
peace_213_keypoints,422.373,1994.65,0.0748197,457.371,2145.7,0.119418,473.949,2116.23,0.0542047,396.585,2121.75,0.0488925,367.113,2112.54,0.0317072,310.01,2024.13,0.420888,306.326,2040.71,0.29023,330.273,2095.97,0.342382,348.693,2119.91,0.233477,298.958,2042.55,0.30729,302.642,2094.12,0.309551,335.799,2125.44,0.451473,361.587,2127.28,0.407894,291.59,2072.02,0.44349,298.958,2125.44,0.488749,333.957,2143.86,0.452205,359.745,2147.54,0.339194,293.432,2097.81,0.323506,298.958,2140.17,0.529542,322.905,2162.28,0.577349,346.851,2177.01,0.599977
peace_214_keypoints,425.205,2217.09,0.116195,372.07,2205.47,0.177553,318.935,2190.52,0.177,264.139,2149.01,0.297019,254.176,2089.23,0.29431,267.46,2119.12,0.0259603,267.46,2170.6,0.0295169,255.836,2200.49,0.0481464,255.836,2082.59,0.0395231,264.139,2125.76,0.0200669,453.434,2202.15,0.00666326,264.139,2183.88,0.0288011,259.157,2080.93,0.0212204,255.836,2130.75,0.0101625,448.452,2203.81,0.00843221,267.46,2185.54,0.0254095,279.083,2218.75,0.0270893,441.81,2120.78,0.0144612,269.12,2155.65,0.0202198,262.478,2212.11,0.0445916,275.762,2220.41,0.0312965
peace_215_keypoints,413.182,2247,0.0691403,377.587,2241.66,0.116038,245.885,2133.1,0.476257,244.105,2188.27,0.328683,253.004,2252.34,0.187836,288.599,2216.75,0.0528662,251.224,2202.51,0.0444957,247.664,2241.66,0.0881007,258.343,2271.92,0.10448,261.902,2202.51,0.0287681,276.14,2204.29,0.0257057,251.224,2218.53,0.0459003,261.902,2259.46,0.0571226,286.819,2238.1,0.028863,281.48,2209.63,0.0199186,267.242,2216.75,0.0373172,270.801,2248.78,0.0585742,293.938,2252.34,0.0285123,292.158,2230.99,0.0186098,258.343,2245.22,0.045662,276.14,2255.9,0.0587926
peace_216_keypoints,412.135,2249.28,0.0993714,296.397,2117.52,0.217541,246.54,2158.47,0.639761,259.004,2219.01,0.447578,267.907,2249.28,0.521139,294.616,2227.92,0.10286,246.54,2233.26,0.0741052,248.321,2258.19,0.158093,269.688,2283.12,0.155759,315.983,2236.82,0.0615972,299.958,2243.94,0.0663074,283.933,2259.97,0.0843442,287.494,2252.85,0.0528655,310.641,2247.5,0.0607205,301.738,2240.38,0.0400035,285.713,2259.97,0.0528799,275.03,2277.77,0.0447658,337.35,2249.28,0.0604728,276.81,2243.94,0.0163006,260.785,2263.53,0.0233243,275.03,2277.77,0.0329352
peace_217_keypoints,444.835,2274,0.268053,437.436,2275.85,0.512639,402.289,2275.85,0.516635,350.494,2281.4,0.533855,322.746,2279.55,0.603663,389.34,2124.17,0.345316,407.839,2026.12,0.588391,398.59,1970.63,0.44221,387.491,1915.13,0.422778,405.989,2113.07,0.330371,418.938,2022.42,0.029424,287.6,2231.46,0.0261406,302.398,2246.25,0.0201179,407.839,2114.92,0.160245,409.689,2016.88,0.0268075,300.548,2242.55,0.0182502,304.248,2246.25,0.0333397,361.593,2131.56,0.0681255,407.839,2011.33,0.0360253,293.149,2242.55,0.0488277,302.398,2246.25,0.0377466
peace_218_keypoints,498.587,2307.24,0.0563962,528.609,2307.24,0.161648,541.744,2295.98,0.548454,468.565,2309.12,0.467781,419.779,2312.87,0.213329,438.543,2147.75,0.323024,369.117,2232.19,0.292475,393.51,2277.22,0.323462,408.521,2295.98,0.143063,410.397,2174.02,0.263454,361.611,2260.33,0.166612,384.128,2297.86,0.312577,423.532,2320.38,0.345087,382.252,2196.54,0.371621,363.488,2277.22,0.264825,391.633,2311,0.348424,419.779,2326.01,0.2841,369.117,2220.93,0.368628,365.364,2284.73,0.27663,382.252,2318.5,0.351415,404.768,2337.27,0.337182
peace_219_keypoints,559.279,2290.67,0.264927,568.996,2302.33,0.561328,568.996,2306.22,0.569579,514.576,2317.88,0.60489,465.987,2329.54,0.676421,518.463,2162.39,0.499204,518.463,2069.1,0.379479,500.971,2012.74,0.209874,454.325,2347.03,0.128134,473.761,2168.22,0.33859,415.454,2269.29,0.249014,427.115,2310.1,0.354541,456.269,2341.2,0.320148,438.777,2197.38,0.406249,415.454,2273.17,0.37804,432.946,2319.82,0.415364,460.156,2337.31,0.26923,421.285,2228.47,0.405349,419.341,2284.84,0.298243,429.059,2319.82,0.364081,452.382,2348.97,0.326539
peace_21_keypoints,928.361,2363.25,0.395302,1132.17,2335.14,0.431111,1328.95,2243.78,0.735858,1300.84,1969.69,0.821674,1300.84,1716.68,0.479583,1483.57,1801.02,0.699504,1757.65,1576.13,0.709812,1933.35,1414.48,0.707147,2109.05,1266.9,0.763314,1314.9,1716.68,0.562409,1476.54,1295.01,0.743963,1581.96,1013.89,0.626389,1659.26,789.001,0.318054,1132.17,1709.66,0.444244,1181.37,1463.68,0.768544,1139.2,1688.57,0.723395,1132.17,1927.52,0.634244,858.082,1843.19,0.409466,942.417,1744.8,0.886634,970.529,1941.58,0.724468,1012.7,2131.33,0.324859
peace_220_keypoints,613.326,2317.68,0.176425,639.732,2323.34,0.500896,649.163,2330.88,0.557174,592.578,2334.66,0.480165,551.082,2357.29,0.488454,552.968,2191.31,0.351492,588.805,2108.31,0.654844,581.261,2055.5,0.709202,569.944,1997.03,0.6312,515.245,2215.83,0.434403,475.635,2302.59,0.466352,513.358,2334.66,0.530788,551.082,2361.06,0.599221,486.952,2244.12,0.60369,473.749,2315.79,0.628036,505.814,2355.4,0.624181,537.879,2379.92,0.515106,475.635,2268.64,0.598838,477.521,2327.11,0.569477,502.041,2364.83,0.728584,530.334,2385.58,0.676322
peace_221_keypoints,641.962,2368.26,0.216444,643.842,2375.78,0.548673,641.962,2388.93,0.505683,593.094,2405.85,0.624072,555.503,2422.77,0.573786,608.13,2238.57,0.569104,591.214,2165.27,0.655634,581.817,2114.52,0.751279,572.419,2065.65,0.752074,563.021,2231.05,0.247486,493.478,2178.43,0.525918,450.249,2131.44,0.657297,405.139,2088.21,0.503262,540.467,2238.57,0.203775,487.839,2180.3,0.182687,444.61,2123.92,0.111288,397.621,2084.45,0.0838923,536.708,2229.17,0.131752,491.599,2225.41,0.0488151,525.43,2419.01,0.0337888,532.949,2447.2,0.0214569
peace_222_keypoints,605.72,2360.41,0.196457,613.266,2388.71,0.574503,615.152,2409.46,0.589832,556.677,2432.09,0.649718,515.178,2437.75,0.368641,569.881,2264.21,0.674735,556.677,2190.65,0.810859,543.473,2141.6,0.88621,534.041,2096.33,0.812685,515.178,2271.76,0.620139,458.59,2207.62,0.690886,413.319,2160.47,0.797599,364.275,2115.2,0.64213,481.225,2300.05,0.5466,451.045,2209.51,0.16151,403.887,2160.47,0.0809726,352.957,2117.08,0.0800332,454.817,2341.55,0.513564,452.931,2311.37,0.0582289,477.453,2409.46,0.0527684,496.315,2405.68,0.0378461
peace_223_keypoints,1147.82,2183.71,0.55604,1227.85,2198.08,0.568328,1320.2,2208.34,0.434191,1361.24,2196.02,0.524834,1375.6,2196.02,0.483945,1328.4,2033.91,0.625552,1381.76,1947.73,0.70939,1410.49,1882.06,0.732272,1439.21,1834.86,0.72215,1281.21,2052.38,0.607159,1305.83,1935.41,0.753085,1314.04,1869.75,0.836756,1314.04,1816.39,0.483735,1246.32,2066.74,0.662615,1309.94,2097.53,0.308315,1334.56,2148.83,0.516952,1340.72,2185.76,0.123471,1211.44,2095.47,0.726524,1264.79,2115.99,0.57452,1295.57,2165.24,0.49111,1307.88,2210.39,0.181386
peace_224_keypoints,568.162,2360.29,0.196271,566.266,2394.4,0.560159,552.999,2422.83,0.672704,490.454,2447.47,0.628132,433.594,2458.84,0.463282,498.035,2278.79,0.599575,490.454,2208.66,0.777227,475.291,2163.17,0.82685,460.129,2119.58,0.818728,458.233,2275,0.545509,393.792,2221.93,0.675529,344.514,2178.34,0.835192,297.131,2134.74,0.696914,433.594,2284.47,0.369218,386.211,2225.72,0.147518,336.933,2178.34,0.0499324,278.178,2146.12,0.0320597,431.699,2290.16,0.164146,401.374,2411.46,0.0293819,410.85,2420.94,0.0314584,416.536,2432.31,0.0135291
peace_225_keypoints,511.106,2385.15,0.149894,514.86,2405.8,0.343946,473.562,2432.08,0.15055,407.861,2448.97,0.0758223,379.704,2420.81,0.0354907,426.633,2287.54,0.275463,436.019,2212.45,0.756965,415.37,2161.77,0.838585,394.721,2118.59,0.818498,400.353,2302.55,0.333097,345.915,2223.71,0.479879,298.985,2180.54,0.421536,392.844,2450.85,0.363476,357.178,2334.46,0.351894,338.406,2424.57,0.350315,364.686,2452.73,0.433897,394.721,2465.87,0.392805,344.038,2358.87,0.256867,353.423,2441.46,0.3021,370.318,2465.87,0.385372,389.09,2477.13,0.50348
peace_226_keypoints,499.217,2307.5,0.380027,455.677,2332.11,0.494073,379.956,2341.58,0.589426,323.165,2339.68,0.398141,328.844,2385.11,0.319423,406.458,2197.71,0.531344,389.421,2118.2,0.755867,368.598,2067.09,0.825346,347.775,2021.65,0.876523,391.314,2188.24,0.60482,290.984,2121.98,0.432815,239.872,2074.66,0.663823,194.44,2034.91,0.689645,376.17,2188.24,0.41614,283.412,2129.56,0.476497,232.3,2080.34,0.339633,196.333,2046.26,0.280253,349.668,2199.6,0.423373,298.556,2156.06,0.129679,262.588,2112.52,0.0825918,256.909,2108.73,0.0542574
peace_227_keypoints,526.583,2215.44,0.225806,451.312,2219.41,0.384731,368.118,2235.25,0.2544,304.731,2219.41,0.50963,320.578,2278.83,0.407965,376.041,2100.56,0.212625,381.983,2013.4,0.495874,360.194,1961.9,0.583636,342.367,1914.36,0.640925,395.849,2104.52,0.364756,318.597,2148.1,0.112707,318.597,2221.39,0.182635,346.329,2247.14,0.178046,397.83,2102.54,0.179368,344.348,2169.89,0.109657,334.444,2223.37,0.143136,366.137,2239.21,0.14735,429.523,2154.04,0.0818008,370.098,2173.85,0.0986377,381.983,2239.21,0.0658384,385.945,2245.16,0.102519
peace_228_keypoints,435.489,2070.35,0.162115,444.723,2049.57,0.357449,403.171,2003.4,0.164585,324.684,2012.64,0.0788721,315.451,1978.01,0.0779087,387.012,1887.98,0.372421,393.937,1804.88,0.308757,375.47,1751.78,0.422099,373.161,1698.69,0.559948,384.703,1899.52,0.482996,283.133,1938.77,0.547398,285.441,2012.64,0.613327,306.217,2063.42,0.643094,377.778,1924.92,0.345202,287.749,1954.93,0.414584,294.675,2021.87,0.527911,315.451,2065.73,0.588654,368.544,1954.93,0.315068,306.217,1978.01,0.370097,308.525,2026.49,0.387248,320.067,2051.88,0.363177
peace_229_keypoints,402.82,1911.66,0.328011,386.395,1902.28,0.372152,330.081,1848.31,0.600838,269.075,1803.73,0.597919,250.304,1730.99,0.646121,384.049,1716.91,0.686654,372.317,1618.36,0.83063,365.277,1545.63,0.853826,351.199,1484.62,0.822847,355.892,1712.22,0.432924,276.114,1618.36,0.746112,233.879,1547.97,0.785721,196.337,1489.31,0.822543,348.853,1716.91,0.272246,257.343,1658.25,0.115973,294.885,1752.11,0.0556412,163.487,1484.62,0.0442083,327.735,1738.03,0.226928,257.343,1733.34,0.134874,257.343,1742.72,0.0763941,254.997,1733.34,0.0512646
peace_22_keypoints,1500.71,4871.9,0.252918,1621.27,4907.36,0.117547,1635.46,5027.93,0.0681753,1869.5,4971.19,0.0700515,1756.03,5127.22,0.037346,1550.35,4878.99,0.0877831,1678.01,5056.3,0.20635,1678.01,5226.51,0.260551,1656.74,5375.45,0.227222,1592.9,4907.36,0.0943205,1685.1,5070.48,0.0552062,1678.01,5148.5,0.0495817,1727.66,5105.94,0.0316169,1571.63,4928.64,0.0778044,1600,5070.48,0.0957865,1649.64,5148.5,0.0444078,1408.51,5283.25,0.0717114,1585.81,4978.28,0.10224,1642.55,5134.31,0.131868,1649.64,5261.97,0.215068,1642.55,5368.36,0.197196
peace_230_keypoints,378.284,1794.77,0.34634,408.921,1771.2,0.351462,406.564,1724.07,0.3535,265.166,1662.8,0.516586,243.956,1589.74,0.611245,380.641,1585.03,0.63908,378.284,1481.34,0.777046,373.571,1412.99,0.843646,368.858,1332.87,0.748398,354.718,1587.38,0.377053,281.662,1483.69,0.74643,241.6,1408.28,0.798844,208.607,1332.87,0.633446,328.795,1601.52,0.238285,260.453,1528.47,0.0933066,298.159,1622.73,0.0403521,314.655,1643.94,0.0564222,328.795,1608.59,0.169515,272.236,1610.95,0.134841,262.809,1618.02,0.0991774,241.6,1568.53,0.0776318
peace_231_keypoints,391.252,1753.49,0.287991,361.629,1714.75,0.286492,313.777,1644.11,0.43149,263.647,1591.7,0.705465,243.139,1516.51,0.683536,375.301,1516.51,0.43536,286.433,1409.41,0.63415,249.975,1338.77,0.639732,215.795,1272.69,0.509364,377.58,1523.34,0.309581,290.991,1443.59,0.0558861,379.858,1350.17,0.0156787,252.254,1277.25,0.0178802,368.465,1566.64,0.167264,304.663,1514.23,0.0826433,288.712,1546.13,0.0274283,306.941,1575.75,0.0199597,375.301,1582.59,0.138859,309.22,1530.18,0.0741012,288.712,1541.57,0.0435566,336.564,1571.2,0.0228818
peace_232_keypoints,378.428,1661.64,0.369747,402.899,1606.03,0.311442,411.798,1539.29,0.324474,271.646,1459.2,0.187569,247.175,1405.81,0.153238,378.428,1412.48,0.328902,307.24,1376.89,0.0970352,264.972,1425.83,0.0915849,256.074,1399.14,0.0667797,338.385,1450.3,0.166017,276.095,1419.16,0.0494218,273.871,1452.53,0.0824886,262.748,1465.87,0.0532816,313.914,1483.67,0.110587,278.32,1479.22,0.0832077,282.769,1485.9,0.104166,309.465,1501.47,0.052735,296.117,1497.02,0.10201,278.32,1501.47,0.0770088,256.074,1501.47,0.086715,258.298,1494.79,0.0383212
peace_233_keypoints,373.106,1547.31,0.268939,362.954,1472.19,0.0670715,304.075,1340.22,0.0526404,279.711,1328.04,0.0707108,265.499,1319.92,0.0429235,287.832,1336.16,0.0387421,267.529,1330.07,0.0148519,263.469,1360.52,0.0277412,261.438,1323.98,0.0230176,334.53,1332.1,0.0371201,328.439,1309.77,0.0202661,340.621,1338.19,0.0267577,263.469,1321.95,0.0221823,336.56,1342.25,0.0437474,326.409,1330.07,0.0373825,312.196,1356.46,0.0251703,336.56,1358.49,0.016352,295.954,1332.1,0.0472751,326.409,1338.19,0.0227749,281.741,1352.4,0.0257902,289.863,1348.34,0.0159069
peace_234_keypoints,1159.71,2181.1,0.525427,1239.55,2196.21,0.517562,1330.17,2200.52,0.321196,1375.49,2196.21,0.613451,1379.8,2198.37,0.618664,1338.81,2040.85,0.608966,1386.28,1954.54,0.75667,1416.49,1889.8,0.795311,1444.54,1844.49,0.741934,1287.02,2051.64,0.579213,1310.75,1943.75,0.819142,1325.86,1872.54,0.898049,1319.39,1792.7,0.709617,1243.86,2062.43,0.641206,1321.54,2090.48,0.341548,1345.28,2146.58,0.428845,1347.44,2202.68,0.144049,1209.34,2094.79,0.740147,1274.07,2127.16,0.707524,1304.28,2178.95,0.600071,1323.7,2219.94,0.467203
peace_235_keypoints,374.151,1438.76,0.439251,388.167,1356.67,0.155501,410.19,1278.58,0.0995327,296.067,1180.48,0.225491,274.043,1134.43,0.385242,404.184,1176.47,0.192446,392.171,1172.47,0.0400575,296.067,1156.45,0.0532214,280.05,1138.43,0.0214529,386.164,1202.5,0.0956858,326.1,1190.49,0.0217265,308.08,1198.5,0.038865,282.052,1200.5,0.0199623,336.11,1228.53,0.0646557,324.097,1204.5,0.0425687,308.08,1214.51,0.0407013,328.102,1232.53,0.0219769,308.08,1222.52,0.0489078,296.067,1200.5,0.0290269,290.061,1154.45,0.0398163,286.056,1224.53,0.0211389
peace_236_keypoints,376.884,1348.12,0.396673,408.173,1291.41,0.435457,423.818,1209.28,0.542059,376.884,1144.74,0.362594,335.817,1111.5,0.101847,421.862,1082.17,0.536584,427.729,1005.9,0.329854,439.463,953.097,0.189542,439.463,921.808,0.0464485,371.017,1095.85,0.276101,343.639,996.12,0.186919,316.261,947.23,0.0999374,359.284,1129.1,0.0349328,326.039,1111.5,0.170554,312.35,1070.43,0.12801,316.261,1111.5,0.144202,335.817,1140.83,0.125834,284.972,1133.01,0.159893,273.239,1117.37,0.212852,275.194,1121.28,0.135499,329.95,1131.05,0.0684846
peace_237_keypoints,365.44,1272.78,0.407779,398.363,1206.93,0.329065,421.603,1115.91,0.30786,394.49,1053.93,0.0852734,286.036,959.038,0.0740322,415.793,997.771,0.159161,353.82,968.721,0.0710481,322.833,972.594,0.0542049,287.973,951.291,0.0200262,363.503,1046.19,0.0745107,338.326,982.278,0.0855886,320.896,980.341,0.0818799,338.326,1042.31,0.0333315,320.896,1081.05,0.0594937,318.96,1011.33,0.0725217,322.833,1017.14,0.0783053,338.326,1052,0.0492091,276.353,1042.31,0.0828167,272.48,1028.76,0.125094,270.543,1040.38,0.0935898,280.226,1057.81,0.0398309
peace_238_keypoints,368.982,1186.63,0.447877,400.864,1124.86,0.435074,422.783,1043.16,0.529545,370.974,969.431,0.384471,283.299,885.741,0.177327,434.739,923.601,0.492975,444.702,843.896,0.308777,438.724,806.036,0.107676,418.798,764.191,0.0295724,384.923,933.564,0.294554,353.041,827.955,0.337554,345.07,808.029,0.0820598,285.292,883.748,0.0376012,329.129,947.512,0.152109,309.203,905.667,0.198616,311.196,929.579,0.18826,325.144,975.409,0.140129,287.284,1007.29,0.158491,271.343,953.49,0.235219,269.35,949.505,0.255718,269.35,935.557,0.227295
peace_239_keypoints,378.55,1144.55,0.564143,414.182,1079.57,0.548141,428.855,991.54,0.703213,382.742,918.178,0.592436,321.956,851.105,0.201762,439.335,880.449,0.677557,454.007,788.223,0.61893,462.391,716.958,0.343589,472.872,666.653,0.202612,386.934,909.794,0.57611,361.781,775.647,0.639734,334.533,700.19,0.548213,313.572,670.845,0.123501,334.533,943.331,0.539877,315.668,855.297,0.644283,324.052,872.065,0.242953,334.533,909.794,0.125894,288.42,974.771,0.582857,273.747,897.218,0.615199,277.94,890.93,0.646109,282.132,880.449,0.322148
peace_23_keypoints,1243.67,3351.68,0.0228364,1157.78,3372.3,0.084039,1071.89,3361.99,0.060951,996.31,3392.91,0.0901447,979.132,3386.04,0.0961121,989.438,3313.89,0.160441,920.726,3382.6,0.160895,961.954,3458.19,0.128277,1003.18,3495.98,0.10929,999.745,3379.17,0.137178,917.291,3447.88,0.206989,948.211,3523.46,0.210286,1003.18,3557.82,0.162982,1027.23,3406.65,0.103714,924.162,3461.62,0.195761,955.082,3537.21,0.207244,1003.18,3585.3,0.304952,1023.79,3441.01,0.102578,951.647,3482.24,0.0980461,968.825,3544.08,0.114924,996.31,3578.43,0.14829
peace_240_keypoints,378.339,1156.11,0.550311,412.663,1083.17,0.530515,436.262,990.919,0.684396,386.92,926.56,0.552693,365.467,885.799,0.270715,446.988,892.235,0.677619,462.005,799.988,0.665419,468.441,729.193,0.531417,477.022,675.561,0.284662,391.211,917.979,0.538584,367.612,789.261,0.579261,350.45,759.227,0.267871,350.45,748.501,0.0972208,335.433,954.449,0.439602,320.416,868.637,0.464752,313.98,855.765,0.310875,298.963,834.313,0.218023,296.818,990.919,0.56891,281.801,935.141,0.593377,279.655,902.962,0.742244,279.655,885.799,0.751302
peace_241_keypoints,360.623,1233.03,0.328583,406.192,1151.38,0.164572,421.382,1073.53,0.200767,381.509,1014.67,0.0725385,280.876,927.331,0.13548,404.293,967.204,0.146263,358.724,950.116,0.0643457,316.952,948.217,0.0356207,284.674,955.812,0.0149092,356.825,993.787,0.0706049,341.635,950.116,0.0380357,311.256,984.293,0.0512722,315.053,1003.28,0.0243623,301.762,989.989,0.0645018,311.256,988.09,0.0336555,307.458,993.787,0.0433397,307.458,1014.67,0.0344206,277.079,1014.67,0.109328,269.484,1003.28,0.0781167,271.383,1016.57,0.062527,282.775,1031.76,0.040472
peace_242_keypoints,352.983,1338.18,0.312146,394.062,1252.11,0.0951485,413.623,1169.96,0.13328,313.86,1060.41,0.0916905,286.475,1023.25,0.13047,411.667,1060.41,0.145532,354.939,1040.85,0.062571,321.685,1040.85,0.0505212,288.431,1017.38,0.0227101,366.676,1105.4,0.118432,327.553,1044.76,0.0737296,321.685,1050.63,0.0758265,337.334,1107.36,0.0339312,321.685,1138.66,0.110342,307.992,1076.06,0.0827955,313.86,1078.02,0.0882125,319.729,1123.01,0.0490911,286.475,1166.04,0.145439,266.913,1091.71,0.115376,266.913,1093.67,0.103377,259.089,1078.02,0.0497453
peace_243_keypoints,362.413,1479.93,0.386634,364.549,1396.63,0.164446,385.908,1298.38,0.113496,321.831,1225.76,0.0809199,281.249,1159.54,0.0602633,413.674,1212.94,0.297536,347.461,1116.83,0.320214,332.51,1078.38,0.112448,306.879,1033.53,0.0444783,366.685,1232.16,0.247403,330.374,1172.36,0.0759334,300.472,1024.98,0.0139684,362.413,1259.93,0.0212938,332.51,1257.79,0.144035,321.831,1206.53,0.075368,317.559,1236.44,0.0390651,362.413,1259.93,0.0354509,285.52,1266.34,0.118154,291.928,1242.84,0.0770614,296.2,1240.71,0.0663702,296.2,1251.39,0.0279254
peace_244_keypoints,373.217,1603.95,0.435829,407.236,1533.64,0.292906,409.504,1461.07,0.182511,300.643,1372.62,0.287314,275.695,1315.92,0.30644,400.432,1347.67,0.461543,330.126,1238.81,0.470465,300.643,1161.7,0.486108,282.499,1111.8,0.301608,364.145,1374.89,0.290357,311.982,1313.65,0.0975514,291.571,1361.28,0.0434004,350.538,1395.3,0.0367729,341.466,1406.64,0.148651,305.179,1352.21,0.112113,307.447,1388.49,0.103483,357.341,1406.64,0.0539365,293.839,1420.25,0.0800274,282.499,1393.03,0.0841583,271.159,1413.44,0.0886055,266.624,1395.3,0.0357299
peace_245_keypoints,1168.05,2189.49,0.511132,1243.9,2206.35,0.498205,1330.28,2208.45,0.296205,1374.53,2206.35,0.506565,1380.85,2206.35,0.5826,1349.25,2037.79,0.625288,1395.6,1955.62,0.755068,1425.1,1892.41,0.802064,1450.38,1848.17,0.737296,1294.47,2054.65,0.567504,1313.43,1951.41,0.763243,1328.18,1875.56,0.884196,1326.07,1818.67,0.746179,1256.54,2071.5,0.65303,1326.07,2096.78,0.442421,1347.14,2157.89,0.627668,1353.46,2206.35,0.145898,1220.72,2105.21,0.708535,1279.72,2130.5,0.670472,1311.32,2183.17,0.585869,1323.96,2227.41,0.463151
